GeneId:START_ID(Gene),Relation:TYPE,ProteinId:END_ID(Protein),RelationName
4999,GeneToProtein,Q13416,Code
105369274,GeneToProtein,A0A096LPK9,Code
118568804,GeneToProtein,A0A0X1KG70,Code
94101,GeneToProtein,Q9P0S3,Code
10166,GeneToProtein,Q9Y619,Code
25996,GeneToProtein,Q9Y3B8,Code
29095,GeneToProtein,Q53FV1,Code
83884,GeneToProtein,Q9BXI2,Code
94103,GeneToProtein,Q8N138,Code
114880,GeneToProtein,Q9BZF3,Code
114881,GeneToProtein,Q9BZF2,Code
114876,GeneToProtein,Q9BXW6,Code
114882,GeneToProtein,Q9BZF1,Code
23513,GeneToProtein,C0HLS1,Code
114884,GeneToProtein,Q9BXB5,Code
9885,GeneToProtein,Q9H1P3,Code
64172,GeneToProtein,Q9H4B0,Code
51526,GeneToProtein,Q9NX31,Code
9180,GeneToProtein,Q99650,Code
114883,GeneToProtein,Q96SU4,Code
10956,GeneToProtein,Q13438,Code
114885,GeneToProtein,Q9BXB4,Code
26031,GeneToProtein,Q9H4L5,Code
116039,GeneToProtein,Q8N2R0,Code
5007,GeneToProtein,P22059,Code
112577462,GeneToProtein,A0A2R8YFL7,Code
55644,GeneToProtein,Q9NPF4,Code
114879,GeneToProtein,Q9H0X9,Code
107987155,GeneToProtein,A0A2R8Y4Y8,Code
100128731,GeneToProtein,P0C6T2,Code
130497,GeneToProtein,Q8TAX0,Code
29948,GeneToProtein,Q9UJX0,Code
23762,GeneToProtein,Q969R2,Code
734,GeneToProtein,Q9Y236,Code
123264,GeneToProtein,Q86UW2,Code
126014,GeneToProtein,Q8IYS5,Code
1650,GeneToProtein,P39656,Code
127700,GeneToProtein,Q8WVF1,Code
632,GeneToProtein,P02818,Code
200931,GeneToProtein,Q86UW1,Code
26578,GeneToProtein,Q92882,Code
58505,GeneToProtein,Q9NRP0,Code
28962,GeneToProtein,Q86WC4,Code
344901,GeneToProtein,P61366,Code
6696,GeneToProtein,P10451,Code
5009,GeneToProtein,P00480,Code
131149,GeneToProtein,A6NHN0,Code
150677,GeneToProtein,Q8NHW6,Code
23440,GeneToProtein,Q5XKR4,Code
133060,GeneToProtein,Q7RTM1,Code
146183,GeneToProtein,Q7RTW8,Code
92736,GeneToProtein,Q7RTS6,Code
9381,GeneToProtein,Q9HC10,Code
347741,GeneToProtein,Q7RTS5,Code
139562,GeneToProtein,Q7L8S5,Code
78990,GeneToProtein,Q96DC9,Code
283310,GeneToProtein,Q3ZCN5,Code
90268,GeneToProtein,Q96BN8,Code
55432,GeneToProtein,Q5VVQ6,Code
51633,GeneToProtein,Q8N6M0,Code
56914,GeneToProtein,Q9NRC9,Code
5017,GeneToProtein,O14753,Code
124641,GeneToProtein,Q8WZ82,Code
220213,GeneToProtein,Q5VV17,Code
340990,GeneToProtein,Q6ZRI0,Code
161725,GeneToProtein,Q8TE49,Code
58495,GeneToProtein,Q9BRP0,Code
341350,GeneToProtein,Q7RTY7,Code
5013,GeneToProtein,P32242,Code
4345,GeneToProtein,P41217,Code
23252,GeneToProtein,Q5T2D3,Code
341277,GeneToProtein,Q7RTZ1,Code
728361,GeneToProtein,O00110,Code
56957,GeneToProtein,Q6GQQ9,Code
5015,GeneToProtein,P32243,Code
3062,GeneToProtein,O43614,Code
1610,GeneToProtein,P14920,Code
54726,GeneToProtein,Q01804,Code
5016,GeneToProtein,Q12889,Code
55611,GeneToProtein,Q96FW1,Code
8528,GeneToProtein,Q99489,Code
55593,GeneToProtein,Q96G74,Code
5018,GeneToProtein,Q15070,Code
3061,GeneToProtein,O43613,Code
54491,GeneToProtein,Q9NUU6,Code
347148,GeneToProtein,P83859,Code
259307,GeneToProtein,Q96RQ9,Code
339229,GeneToProtein,Q5BKU9,Code
92106,GeneToProtein,Q96HP4,Code
55074,GeneToProtein,Q8N573,Code
25812,GeneToProtein,Q3SYA9,Code
94026,GeneToProtein,Q96KW2,Code
114614,GeneToProtein,C0HMA1,Code
165140,GeneToProtein,Q8TDS5,Code
54995,GeneToProtein,Q9NWU1,Code
5021,GeneToProtein,P30559,Code
7705,GeneToProtein,Q15072,Code
27199,GeneToProtein,Q96P68,Code
9883,GeneToProtein,Q96HA1,Code
100288540,GeneToProtein,A6NF01,Code
100101267,GeneToProtein,A8CG34,Code
285877,GeneToProtein,Q8N7R1,Code
135293,GeneToProtein,Q8IYS1,Code
9943,GeneToProtein,O95747,Code
148811,GeneToProtein,Q6GTS8,Code
51105,GeneToProtein,A8MW92,Code
100131608,GeneToProtein,E9PI22,Code
100133251,GeneToProtein,P0DMB1,Code
91181,GeneToProtein,Q5VU65,Code
5523,GeneToProtein,Q06190,Code
28227,GeneToProtein,Q9Y5P8,Code
22953,GeneToProtein,Q9UBL9,Code
55012,GeneToProtein,Q969Q6,Code
5023,GeneToProtein,P51575,Code
5024,GeneToProtein,P56373,Code
5028,GeneToProtein,P47900,Code
5031,GeneToProtein,Q15077,Code
27334,GeneToProtein,O00398,Code
286530,GeneToProtein,Q86VZ1,Code
5032,GeneToProtein,Q96G91,Code
5029,GeneToProtein,P41231,Code
5025,GeneToProtein,Q99571,Code
57179,GeneToProtein,Q96A73,Code
64805,GeneToProtein,Q9H244,Code
5286,GeneToProtein,O00443,Code
110117498,GeneToProtein,A0A087WWA1,Code
53829,GeneToProtein,Q9BPV8,Code
5030,GeneToProtein,P51582,Code
64175,GeneToProtein,Q32P28,Code
5026,GeneToProtein,Q93086,Code
8273,GeneToProtein,P09131,Code
9934,GeneToProtein,Q15391,Code
283208,GeneToProtein,Q7Z4N8,Code
55671,GeneToProtein,Q6IN85,Code
5287,GeneToProtein,O00750,Code
9127,GeneToProtein,O15547,Code
55214,GeneToProtein,Q8IVL5,Code
5288,GeneToProtein,O75747,Code
54681,GeneToProtein,Q9NXG6,Code
57223,GeneToProtein,Q5MIZ7,Code
10536,GeneToProtein,Q8IVL6,Code
5027,GeneToProtein,Q99572,Code
8503,GeneToProtein,Q92569,Code
139420,GeneToProtein,Q6ZMV5,Code
5033,GeneToProtein,P13674,Code
113791,GeneToProtein,Q96FE7,Code
5612,GeneToProtein,O43422,Code
8974,GeneToProtein,O15460,Code
55361,GeneToProtein,Q9BTU6,Code
65263,GeneToProtein,Q53H96,Code
5831,GeneToProtein,P32322,Code
5462,GeneToProtein,Q06416,Code
9537,GeneToProtein,O14683,Code
55300,GeneToProtein,Q8TCG2,Code
8626,GeneToProtein,Q9H3D4,Code
29920,GeneToProtein,Q96C36,Code
90313,GeneToProtein,Q8NBR0,Code
5832,GeneToProtein,P54886,Code
7161,GeneToProtein,O15350,Code
5296,GeneToProtein,O00459,Code
5049,GeneToProtein,P68402,Code
5295,GeneToProtein,P27986,Code
283748,GeneToProtein,Q86XP0,Code
54815,GeneToProtein,Q86YP4,Code
5050,GeneToProtein,Q15102,Code
5319,GeneToProtein,P04054,Code
123745,GeneToProtein,Q3MJ16,Code
57459,GeneToProtein,Q8WXI9,Code
5321,GeneToProtein,P47712,Code
255189,GeneToProtein,Q68DD2,Code
7157,GeneToProtein,P04637,Code
100137049,GeneToProtein,P0C869,Code
8605,GeneToProtein,Q9UP65,Code
5320,GeneToProtein,P14555,Code
50487,GeneToProtein,Q9NZ20,Code
391013,GeneToProtein,Q5R387,Code
5036,GeneToProtein,Q9UQ80,Code
26279,GeneToProtein,Q9UNK4,Code
30814,GeneToProtein,Q9NZK7,Code
5322,GeneToProtein,P39877,Code
80227,GeneToProtein,Q9BRP4,Code
64600,GeneToProtein,Q9BZM2,Code
8399,GeneToProtein,O15496,Code
132430,GeneToProtein,P0CB38,Code
55248,GeneToProtein,Q9H813,Code
8106,GeneToProtein,Q86U42,Code
80183,GeneToProtein,Q9H714,Code
116,GeneToProtein,P18509,Code
5042,GeneToProtein,Q9H361,Code
101929977,GeneToProtein,P0DW81,Code
135138,GeneToProtein,Q96M98,Code
8761,GeneToProtein,Q13310,Code
29993,GeneToProtein,Q9BY11,Code
133015,GeneToProtein,Q8N7B6,Code
29943,GeneToProtein,Q9ULC6,Code
140886,GeneToProtein,Q96DU9,Code
26986,GeneToProtein,P11940,Code
117,GeneToProtein,P41586,Code
11240,GeneToProtein,Q9Y2J8,Code
5047,GeneToProtein,P09466,Code
57147,GeneToProtein,Q8IZE3,Code
55690,GeneToProtein,Q6VY07,Code
11252,GeneToProtein,Q9UNF0,Code
5051,GeneToProtein,Q99487,Code
51702,GeneToProtein,Q9ULW8,Code
9768,GeneToProtein,Q15004,Code
7941,GeneToProtein,Q13093,Code
23241,GeneToProtein,Q86VP3,Code
84279,GeneToProtein,Q9BSG0,Code
29763,GeneToProtein,Q9UKS6,Code
23569,GeneToProtein,Q9UM07,Code
54623,GeneToProtein,Q8N7H5,Code
353238,GeneToProtein,Q6TGC4,Code
23659,GeneToProtein,Q8NCC3,Code
8712,GeneToProtein,O75459,Code
203569,GeneToProtein,Q7Z2X7,Code
139793,GeneToProtein,Q5JUK9,Code
9506,GeneToProtein,O60829,Code
5539,GeneToProtein,P01298,Code
90737,GeneToProtein,Q96GU1,Code
5055,GeneToProtein,P05120,Code
79447,GeneToProtein,Q9BTK6,Code
5264,GeneToProtein,O14832,Code
645142,GeneToProtein,F5H284,Code
730262,GeneToProtein,A0A075B759,Code
10605,GeneToProtein,Q9H074,Code
56924,GeneToProtein,Q9NQU5,Code
728945,GeneToProtein,P0DN26,Code
644591,GeneToProtein,P0DN37,Code
27143,GeneToProtein,Q9ULE6,Code
105371242,GeneToProtein,A0A075B767,Code
5058,GeneToProtein,Q13153,Code
51247,GeneToProtein,Q9BPZ3,Code
5054,GeneToProtein,P05121,Code
79728,GeneToProtein,Q86YC2,Code
653505,GeneToProtein,Q9Y536,Code
653598,GeneToProtein,A0A0B4J2A2,Code
400961,GeneToProtein,Q9ULR5,Code
5062,GeneToProtein,Q13177,Code
23022,GeneToProtein,Q8WX93,Code
64398,GeneToProtein,Q8N3R9,Code
5063,GeneToProtein,O75914,Code
342979,GeneToProtein,A6NDB9,Code
25891,GeneToProtein,Q6UXH9,Code
51678,GeneToProtein,Q9NZW5,Code
54873,GeneToProtein,Q9NP74,Code
255967,GeneToProtein,Q58A45,Code
10298,GeneToProtein,O96013,Code
5064,GeneToProtein,O75781,Code
9924,GeneToProtein,Q504Q3,Code
57144,GeneToProtein,Q9P286,Code
116337,GeneToProtein,Q96QZ0,Code
341405,GeneToProtein,Q7Z3H0,Code
101927423,GeneToProtein,I0J062,Code
53354,GeneToProtein,Q8TE04,Code
196743,GeneToProtein,Q6QHF9,Code
24145,GeneToProtein,Q96RD7,Code
80025,GeneToProtein,Q9BZ23,Code
11044,GeneToProtein,Q5XG87,Code
56666,GeneToProtein,Q96RD6,Code
493913,GeneToProtein,Q5QFB9,Code
10914,GeneToProtein,P51003,Code
79646,GeneToProtein,Q9H999,Code
80336,GeneToProtein,Q4VXU2,Code
344838,GeneToProtein,Q6ZVX9,Code
340529,GeneToProtein,Q5JQF8,Code
56903,GeneToProtein,Q9NRJ5,Code
55229,GeneToProtein,Q9NVE7,Code
100505381,GeneToProtein,Q8IY49,Code
51094,GeneToProtein,Q96A54,Code
64895,GeneToProtein,Q9BWT3,Code
55149,GeneToProtein,Q9NVV4,Code
23531,GeneToProtein,Q15546,Code
2151,GeneToProtein,O00254,Code
79602,GeneToProtein,Q86V24,Code
5069,GeneToProtein,Q13219,Code
64282,GeneToProtein,Q8NDF8,Code
84875,GeneToProtein,Q53GL7,Code
152559,GeneToProtein,Q6TCH7,Code
9002,GeneToProtein,Q96RI0,Code
2149,GeneToProtein,P25116,Code
124222,GeneToProtein,Q8N4S7,Code
60676,GeneToProtein,Q9BXP8,Code
57097,GeneToProtein,Q9NR21,Code
54852,GeneToProtein,Q9NXK6,Code
50855,GeneToProtein,Q9NPB6,Code
64761,GeneToProtein,Q9H0J9,Code
79957,GeneToProtein,Q6TCH4,Code
9061,GeneToProtein,O43252,Code
164091,GeneToProtein,Q86WK9,Code
84612,GeneToProtein,Q9BYG5,Code
54625,GeneToProtein,Q460N5,Code
56288,GeneToProtein,Q8TEW0,Code
85315,GeneToProtein,Q8TEZ7,Code
84552,GeneToProtein,Q9BYG4,Code
9060,GeneToProtein,O95340,Code
2150,GeneToProtein,P55085,Code
165631,GeneToProtein,Q460N3,Code
79668,GeneToProtein,Q8N3A8,Code
54956,GeneToProtein,Q8N5Y8,Code
8505,GeneToProtein,Q86W56,Code
117583,GeneToProtein,Q8TEW8,Code
139135,GeneToProtein,Q8IV76,Code
399968,GeneToProtein,P0C8F1,Code
83666,GeneToProtein,Q8IXQ6,Code
5073,GeneToProtein,O95453,Code
11315,GeneToProtein,Q99497,Code
23178,GeneToProtein,Q96RG2,Code
25976,GeneToProtein,Q7Z3E1,Code
55010,GeneToProtein,Q9NWS1,Code
10038,GeneToProtein,Q9UGN5,Code
219988,GeneToProtein,Q86TB9,Code
160065,GeneToProtein,Q8WXA2,Code
399967,GeneToProtein,Q6UY27,Code
100169851,GeneToProtein,B3GLJ2,Code
10039,GeneToProtein,Q9Y6F1,Code
55742,GeneToProtein,Q9NVD7,Code
55486,GeneToProtein,Q9H300,Code
197135,GeneToProtein,C9JE40,Code
25849,GeneToProtein,Q6UWI2,Code
143,GeneToProtein,Q9UKK3,Code
29780,GeneToProtein,Q9HBI1,Code
64098,GeneToProtein,Q9HBI0,Code
23598,GeneToProtein,Q9HBE1,Code
56965,GeneToProtein,Q2NL67,Code
5083,GeneToProtein,P55771,Code
124220,GeneToProtein,Q96DA0,Code
5076,GeneToProtein,Q02962,Code
5074,GeneToProtein,Q96IZ0,Code
142,GeneToProtein,P09874,Code
94104,GeneToProtein,Q9Y5B6,Code
22976,GeneToProtein,Q6ZW49,Code
5080,GeneToProtein,P26367,Code
5075,GeneToProtein,P15863,Code
5077,GeneToProtein,P23760,Code
5829,GeneToProtein,P49023,Code
5078,GeneToProtein,O43316,Code
5081,GeneToProtein,P23759,Code
7849,GeneToProtein,Q06710,Code
5079,GeneToProtein,Q02548,Code
286257,GeneToProtein,Q9BUH6,Code
55193,GeneToProtein,Q86U86,Code
51260,GeneToProtein,Q9BVG4,Code
57326,GeneToProtein,Q96AQ6,Code
116224,GeneToProtein,Q96E09,Code
64081,GeneToProtein,P30039,Code
159090,GeneToProtein,Q7Z309,Code
59351,GeneToProtein,Q9GZY1,Code
285834,GeneToProtein,E2RYF7,Code
159091,GeneToProtein,Q6P4D5,Code
654790,GeneToProtein,A6NKN8,Code
27328,GeneToProtein,Q9BZA7,Code
5087,GeneToProtein,P40424,Code
83259,GeneToProtein,Q9BZA8,Code
56132,GeneToProtein,Q9Y5E6,Code
5089,GeneToProtein,P40425,Code
56140,GeneToProtein,Q9Y5H6,Code
388939,GeneToProtein,A6NGG8,Code
57575,GeneToProtein,Q9P2E7,Code
56124,GeneToProtein,Q9Y5F1,Code
64881,GeneToProtein,Q8N6Y1,Code
9752,GeneToProtein,Q9Y5H5,Code
56131,GeneToProtein,Q9Y5E5,Code
5093,GeneToProtein,Q15365,Code
5095,GeneToProtein,P05165,Code
5090,GeneToProtein,P40426,Code
56123,GeneToProtein,Q9Y5F0,Code
51294,GeneToProtein,Q9NPG4,Code
26167,GeneToProtein,Q9Y5E4,Code
54798,GeneToProtein,Q6V1P9,Code
56139,GeneToProtein,Q9Y5I2,Code
80714,GeneToProtein,Q9BYU1,Code
56147,GeneToProtein,Q9Y5I3,Code
56130,GeneToProtein,Q9Y5E3,Code
56122,GeneToProtein,Q9Y5E9,Code
79888,GeneToProtein,Q8NF37,Code
56138,GeneToProtein,Q9Y5I1,Code
56146,GeneToProtein,Q9Y5H9,Code
56113,GeneToProtein,Q9Y5H1,Code
26025,GeneToProtein,O60330,Code
56121,GeneToProtein,Q9Y5E8,Code
5094,GeneToProtein,Q15366,Code
56145,GeneToProtein,Q9Y5H8,Code
56137,GeneToProtein,Q9UN75,Code
56104,GeneToProtein,Q9Y5G3,Code
56129,GeneToProtein,Q9Y5E2,Code
56112,GeneToProtein,Q9Y5H0,Code
65217,GeneToProtein,Q96QU1,Code
56136,GeneToProtein,Q9Y5I0,Code
57717,GeneToProtein,Q9NRJ7,Code
56111,GeneToProtein,Q9Y5G9,Code
56103,GeneToProtein,Q9Y5G2,Code
56144,GeneToProtein,Q9UN74,Code
56128,GeneToProtein,Q9UN66,Code
54039,GeneToProtein,P57721,Code
29930,GeneToProtein,Q9Y5F3,Code
54660,GeneToProtein,Q96TA0,Code
56102,GeneToProtein,Q9Y5G1,Code
56110,GeneToProtein,Q9Y5G8,Code
56133,GeneToProtein,Q9Y5E7,Code
8641,GeneToProtein,Q9UN71,Code
57060,GeneToProtein,P57723,Code
56135,GeneToProtein,Q9H158,Code
56097,GeneToProtein,Q9Y5F6,Code
56127,GeneToProtein,Q9Y5E1,Code
56109,GeneToProtein,Q9Y5G7,Code
56101,GeneToProtein,Q9Y5G0,Code
56134,GeneToProtein,Q9Y5I4,Code
5096,GeneToProtein,P05166,Code
54947,GeneToProtein,Q7L5N7,Code
56100,GeneToProtein,Q9Y5F9,Code
56108,GeneToProtein,Q9Y5G6,Code
56143,GeneToProtein,Q9Y5H7,Code
56126,GeneToProtein,Q9UN67,Code
56099,GeneToProtein,Q9Y5F8,Code
5097,GeneToProtein,Q08174,Code
56114,GeneToProtein,Q9Y5H4,Code
9708,GeneToProtein,Q9Y5G5,Code
8642,GeneToProtein,Q96JQ0,Code
56125,GeneToProtein,Q9Y5F2,Code
56142,GeneToProtein,Q9UN73,Code
5098,GeneToProtein,Q9UN70,Code
56107,GeneToProtein,Q9Y5G4,Code
5099,GeneToProtein,O60245,Code
56106,GeneToProtein,Q9Y5H3,Code
56141,GeneToProtein,Q9UN72,Code
56098,GeneToProtein,Q9Y5F7,Code
56105,GeneToProtein,Q9Y5H2,Code
5100,GeneToProtein,O95206,Code
27253,GeneToProtein,O14917,Code
84108,GeneToProtein,Q9BYE7,Code
55795,GeneToProtein,Q5JVF3,Code
54510,GeneToProtein,Q9HCL0,Code
5101,GeneToProtein,Q9HC56,Code
84759,GeneToProtein,Q9BSM1,Code
200373,GeneToProtein,Q4G0U5,Code
7703,GeneToProtein,P35227,Code
57526,GeneToProtein,Q8TAB3,Code
9319,GeneToProtein,Q15645,Code
10336,GeneToProtein,Q3KNV8,Code
51585,GeneToProtein,O94913,Code
84333,GeneToProtein,Q86SE9,Code
113235,GeneToProtein,Q96NT5,Code
5106,GeneToProtein,Q16822,Code
55251,GeneToProtein,Q9NV79,Code
27445,GeneToProtein,Q9Y6V0,Code
5105,GeneToProtein,P35558,Code
55022,GeneToProtein,Q7Z2X4,Code
5111,GeneToProtein,P12004,Code
5121,GeneToProtein,P48539,Code
5108,GeneToProtein,Q15154,Code
5118,GeneToProtein,Q15113,Code
57092,GeneToProtein,Q8WW12,Code
126006,GeneToProtein,Q8IVA1,Code
26577,GeneToProtein,Q9UKZ9,Code
5547,GeneToProtein,P42785,Code
5116,GeneToProtein,O95613,Code
542767,GeneToProtein,Q58A44,Code
115294,GeneToProtein,Q96MG8,Code
54760,GeneToProtein,Q6UW60,Code
27344,GeneToProtein,Q9UHG2,Code
80003,GeneToProtein,A6NKB5,Code
5125,GeneToProtein,Q92824,Code
399909,GeneToProtein,Q9H6A9,Code
80380,GeneToProtein,Q9BQ51,Code
9468,GeneToProtein,Q9Y5K3,Code
64430,GeneToProtein,Q63HM2,Code
5046,GeneToProtein,P29122,Code
11251,GeneToProtein,Q9Y5Y4,Code
51449,GeneToProtein,Q9UHG3,Code
22990,GeneToProtein,Q96RV3,Code
9159,GeneToProtein,Q16549,Code
5729,GeneToProtein,Q13258,Code
11235,GeneToProtein,Q9BUL8,Code
78991,GeneToProtein,Q8NBM8,Code
5833,GeneToProtein,Q99447,Code
10016,GeneToProtein,O75340,Code
29126,GeneToProtein,Q9NZQ7,Code
255738,GeneToProtein,Q8NBP7,Code
5133,GeneToProtein,Q15116,Code
5130,GeneToProtein,P49585,Code
10081,GeneToProtein,Q8N8D1,Code
5136,GeneToProtein,P54750,Code
5145,GeneToProtein,P16499,Code
5134,GeneToProtein,Q16342,Code
84306,GeneToProtein,Q9BRP1,Code
5142,GeneToProtein,Q07343,Code
132954,GeneToProtein,Q8N4E4,Code
5147,GeneToProtein,O43924,Code
10015,GeneToProtein,Q8WUM4,Code
5153,GeneToProtein,Q01064,Code
79031,GeneToProtein,Q9H2J4,Code
27250,GeneToProtein,Q53EL6,Code
5158,GeneToProtein,P35913,Code
5143,GeneToProtein,Q08493,Code
10846,GeneToProtein,Q9Y233,Code
5150,GeneToProtein,Q13946,Code
5139,GeneToProtein,Q14432,Code
5137,GeneToProtein,Q14123,Code
5146,GeneToProtein,P51160,Code
27115,GeneToProtein,Q9NP56,Code
387521,GeneToProtein,A5PLL7,Code
5140,GeneToProtein,Q13370,Code
5144,GeneToProtein,Q08499,Code
5155,GeneToProtein,P01127,Code
9141,GeneToProtein,O14737,Code
50940,GeneToProtein,Q9HCR9,Code
5151,GeneToProtein,O60658,Code
8622,GeneToProtein,O95263,Code
5138,GeneToProtein,O00408,Code
56034,GeneToProtein,Q9NRA1,Code
201626,GeneToProtein,Q6L8Q7,Code
5141,GeneToProtein,P27815,Code
5152,GeneToProtein,O76083,Code
8654,GeneToProtein,O76074,Code
5154,GeneToProtein,P04085,Code
80310,GeneToProtein,Q9GZP0,Code
2923,GeneToProtein,P30101,Code
204474,GeneToProtein,Q8N807,Code
5166,GeneToProtein,Q16654,Code
5034,GeneToProtein,P07237,Code
492307,GeneToProtein,Q8WWR9,Code
54704,GeneToProtein,Q9P0J1,Code
149420,GeneToProtein,Q8N165,Code
9260,GeneToProtein,Q9NR12,Code
26073,GeneToProtein,Q9Y2S7,Code
9601,GeneToProtein,P13667,Code
27295,GeneToProtein,Q53GG5,Code
5163,GeneToProtein,Q15118,Code
84271,GeneToProtein,Q9BY77,Code
10954,GeneToProtein,Q14554,Code
57546,GeneToProtein,Q9P2J9,Code
64714,GeneToProtein,Q13087,Code
5170,GeneToProtein,O15530,Code
5164,GeneToProtein,Q15119,Code
9124,GeneToProtein,O00151,Code
8572,GeneToProtein,P50479,Code
10130,GeneToProtein,Q15084,Code
653650,GeneToProtein,Q6A1A2,Code
5165,GeneToProtein,Q15120,Code
64236,GeneToProtein,Q96JY6,Code
10611,GeneToProtein,Q96HC4,Code
10630,GeneToProtein,Q86YL7,Code
55066,GeneToProtein,Q8NCN5,Code
81572,GeneToProtein,Q9NUG6,Code
23244,GeneToProtein,Q29RF7,Code
23047,GeneToProtein,Q9NTI5,Code
3651,GeneToProtein,P52945,Code
23042,GeneToProtein,Q6P996,Code
109731405,GeneToProtein,Q6P474,Code
50512,GeneToProtein,Q9NZ53,Code
8566,GeneToProtein,O00764,Code
255762,GeneToProtein,Q8IXQ8,Code
51248,GeneToProtein,Q5EBL8,Code
10158,GeneToProtein,Q13113,Code
100034743,GeneToProtein,A8MUH7,Code
23037,GeneToProtein,O15018,Code
57595,GeneToProtein,Q76G19,Code
5733,GeneToProtein,P43115,Code
8682,GeneToProtein,Q15121,Code
375033,GeneToProtein,Q5VY43,Code
79955,GeneToProtein,Q9H5P4,Code
5173,GeneToProtein,P01213,Code
157310,GeneToProtein,Q96S96,Code
5731,GeneToProtein,P34995,Code
5734,GeneToProtein,P35408,Code
118987,GeneToProtein,Q8NEN9,Code
55825,GeneToProtein,Q9BY49,Code
5732,GeneToProtein,P43116,Code
79834,GeneToProtein,Q9H792,Code
865,GeneToProtein,Q13951,Code
5037,GeneToProtein,P30086,Code
5176,GeneToProtein,P36955,Code
5175,GeneToProtein,P16284,Code
374872,GeneToProtein,Q6ZS72,Code
64773,GeneToProtein,Q9H1Q7,Code
57161,GeneToProtein,Q9HAT8,Code
5178,GeneToProtein,Q9GZU2,Code
91523,GeneToProtein,Q96HM7,Code
246330,GeneToProtein,Q8N2H9,Code
53918,GeneToProtein,Q9BRX2,Code
553115,GeneToProtein,Q9UBV8,Code
57162,GeneToProtein,Q96FA3,Code
27043,GeneToProtein,Q8IZL8,Code
5222,GeneToProtein,P0DJD9,Code
23089,GeneToProtein,Q86TG7,Code
5179,GeneToProtein,P01210,Code
55851,GeneToProtein,Q9NZ42,Code
10400,GeneToProtein,Q9UBM1,Code
643834,GeneToProtein,P0DJD8,Code
643847,GeneToProtein,P0DJD7,Code
56652,GeneToProtein,Q96RR1,Code
5184,GeneToProtein,P12955,Code
5225,GeneToProtein,P20142,Code
79716,GeneToProtein,Q8NDH3,Code
5493,GeneToProtein,O60437,Code
8863,GeneToProtein,P56645,Code
105371045,GeneToProtein,A0A1W2PR82,Code
5187,GeneToProtein,O15534,Code
4025,GeneToProtein,P22079,Code
8288,GeneToProtein,P11678,Code
5630,GeneToProtein,P41219,Code
84808,GeneToProtein,Q5SV97,Code
5551,GeneToProtein,P14222,Code
8864,GeneToProtein,O15055,Code
4353,GeneToProtein,P05164,Code
7173,GeneToProtein,P07202,Code
23481,GeneToProtein,O00541,Code
64065,GeneToProtein,Q96FX8,Code
5194,GeneToProtein,Q92968,Code
9409,GeneToProtein,Q9Y5Y5,Code
55670,GeneToProtein,Q7Z412,Code
5190,GeneToProtein,Q13608,Code
5193,GeneToProtein,O00623,Code
5830,GeneToProtein,P50542,Code
5195,GeneToProtein,O75381,Code
51555,GeneToProtein,Q8IYB4,Code
5189,GeneToProtein,O43933,Code
5824,GeneToProtein,P40855,Code
5192,GeneToProtein,O60683,Code
112885,GeneToProtein,Q96EK2,Code
5197,GeneToProtein,P10720,Code
5828,GeneToProtein,P28328,Code
8504,GeneToProtein,P56589,Code
5737,GeneToProtein,P43088,Code
5191,GeneToProtein,O00628,Code
5202,GeneToProtein,Q9UHV9,Code
51317,GeneToProtein,Q96BD5,Code
5203,GeneToProtein,Q9NQP4,Code
5201,GeneToProtein,O60925,Code
7411,GeneToProtein,P61758,Code
10471,GeneToProtein,O15212,Code
5204,GeneToProtein,Q99471,Code
5213,GeneToProtein,P08237,Code
5214,GeneToProtein,Q01813,Code
5211,GeneToProtein,P17858,Code
81579,GeneToProtein,Q9BZM1,Code
84647,GeneToProtein,Q9BX93,Code
80157,GeneToProtein,Q9H720,Code
93210,GeneToProtein,Q96FM1,Code
80055,GeneToProtein,Q75T13,Code
84302,GeneToProtein,Q9BRR3,Code
192111,GeneToProtein,Q96HS1,Code
5223,GeneToProtein,P18669,Code
3339,GeneToProtein,P98160,Code
63827,GeneToProtein,Q96GW7,Code
3248,GeneToProtein,P15428,Code
58986,GeneToProtein,Q9HCN3,Code
27315,GeneToProtein,Q9UHJ9,Code
80162,GeneToProtein,Q32M88,Code
5224,GeneToProtein,P15259,Code
84547,GeneToProtein,Q96JS3,Code
267002,GeneToProtein,Q6P3X8,Code
267004,GeneToProtein,Q8N328,Code
441531,GeneToProtein,Q8N0Y7,Code
161779,GeneToProtein,Q96DM1,Code
5156,GeneToProtein,P16234,Code
5742,GeneToProtein,P23219,Code
80142,GeneToProtein,Q9H7Z7,Code
5232,GeneToProtein,P07205,Code
79605,GeneToProtein,Q8N414,Code
176,GeneToProtein,P16112,Code
5230,GeneToProtein,P00558,Code
5159,GeneToProtein,P09619,Code
5743,GeneToProtein,P35354,Code
5157,GeneToProtein,Q15198,Code
56983,GeneToProtein,Q8NBL1,Code
283871,GeneToProtein,A6NDG6,Code
283209,GeneToProtein,Q6PCE3,Code
9489,GeneToProtein,Q32NB8,Code
145814,GeneToProtein,A6NFU8,Code
54858,GeneToProtein,Q9NXJ5,Code
55276,GeneToProtein,Q96G03,Code
5236,GeneToProtein,P36871,Code
10424,GeneToProtein,O15173,Code
10857,GeneToProtein,O00264,Code
633,GeneToProtein,P21810,Code
284424,GeneToProtein,Q8N6C7,Code
8993,GeneToProtein,O75594,Code
5239,GeneToProtein,Q15124,Code
