GeneId:START_ID(Gene),Relation:TYPE,DiseaseId:END_ID(Disease),DSI,DPI,RelationName
4241,GeneToDisease,C0025202,0.663,0.5,Relate to
4247,GeneToDisease,C0000786,0.65,0.577,Relate to
4247,GeneToDisease,C0000822,0.65,0.577,Relate to
4247,GeneToDisease,C2931008,0.65,0.577,Relate to
4247,GeneToDisease,C4552766,0.65,0.577,Relate to
4249,GeneToDisease,C0014378,0.638,0.5,Relate to
4253,GeneToDisease,C0006142,0.7,0.577,Relate to
4254,GeneToDisease,C0007097,0.473,0.885,Relate to
4254,GeneToDisease,C0013221,0.473,0.885,Relate to
4254,GeneToDisease,C0024667,0.473,0.885,Relate to
4254,GeneToDisease,C0027430,0.473,0.885,Relate to
4254,GeneToDisease,C0027654,0.473,0.885,Relate to
4254,GeneToDisease,C0027658,0.473,0.885,Relate to
4254,GeneToDisease,C0039590,0.473,0.885,Relate to
4254,GeneToDisease,C0041755,0.473,0.885,Relate to
4254,GeneToDisease,C0151744,0.473,0.885,Relate to
4254,GeneToDisease,C0153594,0.473,0.885,Relate to
4254,GeneToDisease,C0205696,0.473,0.885,Relate to
4254,GeneToDisease,C0205697,0.473,0.885,Relate to
4254,GeneToDisease,C0205698,0.473,0.885,Relate to
4254,GeneToDisease,C0205699,0.473,0.885,Relate to
4254,GeneToDisease,C0205851,0.473,0.885,Relate to
4254,GeneToDisease,C0205852,0.473,0.885,Relate to
4254,GeneToDisease,C0740345,0.473,0.885,Relate to
4254,GeneToDisease,C0751364,0.473,0.885,Relate to
4254,GeneToDisease,C0751365,0.473,0.885,Relate to
4254,GeneToDisease,C1257925,0.473,0.885,Relate to
4254,GeneToDisease,C1720811,0.473,0.885,Relate to
4254,GeneToDisease,C1835039,0.473,0.885,Relate to
4254,GeneToDisease,C1840392,0.473,0.885,Relate to
4254,GeneToDisease,C2700265,0.473,0.885,Relate to
4254,GeneToDisease,C3711374,0.473,0.885,Relate to
4254,GeneToDisease,C4225241,0.473,0.885,Relate to
4255,GeneToDisease,C0006118,0.412,0.885,Relate to
4255,GeneToDisease,C0017636,0.412,0.885,Relate to
4255,GeneToDisease,C0017638,0.412,0.885,Relate to
4255,GeneToDisease,C0023418,0.412,0.885,Relate to
4255,GeneToDisease,C0026640,0.412,0.885,Relate to
4255,GeneToDisease,C0032927,0.412,0.885,Relate to
4255,GeneToDisease,C0153381,0.412,0.885,Relate to
4255,GeneToDisease,C0153633,0.412,0.885,Relate to
4255,GeneToDisease,C0206726,0.412,0.885,Relate to
4255,GeneToDisease,C0259783,0.412,0.885,Relate to
4255,GeneToDisease,C0279626,0.412,0.885,Relate to
4255,GeneToDisease,C0282313,0.412,0.885,Relate to
4255,GeneToDisease,C0334588,0.412,0.885,Relate to
4255,GeneToDisease,C0496899,0.412,0.885,Relate to
4255,GeneToDisease,C0555198,0.412,0.885,Relate to
4255,GeneToDisease,C0750974,0.412,0.885,Relate to
4255,GeneToDisease,C0750977,0.412,0.885,Relate to
4255,GeneToDisease,C0750979,0.412,0.885,Relate to
4255,GeneToDisease,C1168401,0.412,0.885,Relate to
4255,GeneToDisease,C1527390,0.412,0.885,Relate to
4255,GeneToDisease,C1621958,0.412,0.885,Relate to
4255,GeneToDisease,C2314896,0.412,0.885,Relate to
4256,GeneToDisease,C0000786,0.539,0.846,Relate to
4256,GeneToDisease,C0000822,0.539,0.846,Relate to
4256,GeneToDisease,C0007097,0.539,0.846,Relate to
4256,GeneToDisease,C0024667,0.539,0.846,Relate to
4256,GeneToDisease,C0041948,0.539,0.846,Relate to
4256,GeneToDisease,C0042345,0.539,0.846,Relate to
4256,GeneToDisease,C0205696,0.539,0.846,Relate to
4256,GeneToDisease,C0205697,0.539,0.846,Relate to
4256,GeneToDisease,C0205698,0.539,0.846,Relate to
4256,GeneToDisease,C0205699,0.539,0.846,Relate to
4256,GeneToDisease,C0342649,0.539,0.846,Relate to
4256,GeneToDisease,C1257925,0.539,0.846,Relate to
4256,GeneToDisease,C1855607,0.539,0.846,Relate to
4256,GeneToDisease,C4552766,0.539,0.846,Relate to
4257,GeneToDisease,C0270715,0.691,0.462,Relate to
4257,GeneToDisease,C0524851,0.691,0.462,Relate to
4257,GeneToDisease,C0751733,0.691,0.462,Relate to
4261,GeneToDisease,C0001403,0.536,0.808,Relate to
4261,GeneToDisease,C0003873,0.536,0.808,Relate to
4261,GeneToDisease,C1859534,0.536,0.808,Relate to
4261,GeneToDisease,C2930967,0.536,0.808,Relate to
4261,GeneToDisease,C2931418,0.536,0.808,Relate to
4267,GeneToDisease,C0206637,0.491,0.731,Relate to
4277,GeneToDisease,C0019100,0.576,0.731,Relate to
4277,GeneToDisease,C0036341,0.576,0.731,Relate to
4277,GeneToDisease,C0376300,0.576,0.731,Relate to
4281,GeneToDisease,C2936904,0.621,0.654,Relate to
4282,GeneToDisease,C0003469,0.412,0.885,Relate to
4282,GeneToDisease,C0003873,0.412,0.885,Relate to
4282,GeneToDisease,C0004352,0.412,0.885,Relate to
4282,GeneToDisease,C0006142,0.412,0.885,Relate to
4282,GeneToDisease,C0007097,0.412,0.885,Relate to
4282,GeneToDisease,C0009319,0.412,0.885,Relate to
4282,GeneToDisease,C0011573,0.412,0.885,Relate to
4282,GeneToDisease,C0011581,0.412,0.885,Relate to
4282,GeneToDisease,C0014518,0.412,0.885,Relate to
4282,GeneToDisease,C0021368,0.412,0.885,Relate to
4282,GeneToDisease,C0022548,0.412,0.885,Relate to
4282,GeneToDisease,C0024667,0.412,0.885,Relate to
4282,GeneToDisease,C0025193,0.412,0.885,Relate to
4282,GeneToDisease,C0025261,0.412,0.885,Relate to
4282,GeneToDisease,C0033578,0.412,0.885,Relate to
4282,GeneToDisease,C0034189,0.412,0.885,Relate to
4282,GeneToDisease,C0036690,0.412,0.885,Relate to
4282,GeneToDisease,C0038325,0.412,0.885,Relate to
4282,GeneToDisease,C0041696,0.412,0.885,Relate to
4282,GeneToDisease,C0086133,0.412,0.885,Relate to
4282,GeneToDisease,C0087031,0.412,0.885,Relate to
4282,GeneToDisease,C0205696,0.412,0.885,Relate to
4282,GeneToDisease,C0205697,0.412,0.885,Relate to
4282,GeneToDisease,C0205698,0.412,0.885,Relate to
4282,GeneToDisease,C0205699,0.412,0.885,Relate to
4282,GeneToDisease,C0233794,0.412,0.885,Relate to
4282,GeneToDisease,C0243026,0.412,0.885,Relate to
4282,GeneToDisease,C0282126,0.412,0.885,Relate to
4282,GeneToDisease,C0345967,0.412,0.885,Relate to
4282,GeneToDisease,C0376280,0.412,0.885,Relate to
4282,GeneToDisease,C0376358,0.412,0.885,Relate to
4282,GeneToDisease,C0678222,0.412,0.885,Relate to
4282,GeneToDisease,C0751292,0.412,0.885,Relate to
4282,GeneToDisease,C0751293,0.412,0.885,Relate to
4282,GeneToDisease,C0751294,0.412,0.885,Relate to
4282,GeneToDisease,C0751295,0.412,0.885,Relate to
4282,GeneToDisease,C1257925,0.412,0.885,Relate to
4282,GeneToDisease,C1257931,0.412,0.885,Relate to
4282,GeneToDisease,C1274933,0.412,0.885,Relate to
4282,GeneToDisease,C1279420,0.412,0.885,Relate to
4282,GeneToDisease,C1384600,0.412,0.885,Relate to
4282,GeneToDisease,C1458155,0.412,0.885,Relate to
4282,GeneToDisease,C1719672,0.412,0.885,Relate to
4282,GeneToDisease,C1858558,0.412,0.885,Relate to
4282,GeneToDisease,C3658301,0.412,0.885,Relate to
4282,GeneToDisease,C3658302,0.412,0.885,Relate to
4282,GeneToDisease,C4704874,0.412,0.885,Relate to
4283,GeneToDisease,C0002171,0.462,0.808,Relate to
4283,GeneToDisease,C0006142,0.462,0.808,Relate to
4283,GeneToDisease,C0007282,0.462,0.808,Relate to
4283,GeneToDisease,C0007570,0.462,0.808,Relate to
4283,GeneToDisease,C0008312,0.462,0.808,Relate to
4283,GeneToDisease,C0014175,0.462,0.808,Relate to
4283,GeneToDisease,C0020517,0.462,0.808,Relate to
4283,GeneToDisease,C0023892,0.462,0.808,Relate to
4283,GeneToDisease,C0027643,0.462,0.808,Relate to
4283,GeneToDisease,C0032285,0.462,0.808,Relate to
4283,GeneToDisease,C0032300,0.462,0.808,Relate to
4283,GeneToDisease,C0238065,0.462,0.808,Relate to
4283,GeneToDisease,C0269102,0.462,0.808,Relate to
4283,GeneToDisease,C0282488,0.462,0.808,Relate to
4283,GeneToDisease,C0340569,0.462,0.808,Relate to
4283,GeneToDisease,C0345967,0.462,0.808,Relate to
4283,GeneToDisease,C0600040,0.462,0.808,Relate to
4283,GeneToDisease,C0678222,0.462,0.808,Relate to
4283,GeneToDisease,C0751633,0.462,0.808,Relate to
4283,GeneToDisease,C0751634,0.462,0.808,Relate to
4283,GeneToDisease,C0751635,0.462,0.808,Relate to
4283,GeneToDisease,C0751636,0.462,0.808,Relate to
4283,GeneToDisease,C1257931,0.462,0.808,Relate to
4283,GeneToDisease,C1458155,0.462,0.808,Relate to
4283,GeneToDisease,C1527304,0.462,0.808,Relate to
4283,GeneToDisease,C1720830,0.462,0.808,Relate to
4283,GeneToDisease,C3714636,0.462,0.808,Relate to
4283,GeneToDisease,C4551595,0.462,0.808,Relate to
4283,GeneToDisease,C4704874,0.462,0.808,Relate to
4284,GeneToDisease,C0086543,0.507,0.846,Relate to
4284,GeneToDisease,C0266539,0.507,0.846,Relate to
4284,GeneToDisease,C0344523,0.507,0.846,Relate to
4284,GeneToDisease,C0392557,0.507,0.846,Relate to
4284,GeneToDisease,C0524524,0.507,0.846,Relate to
4284,GeneToDisease,C0858617,0.507,0.846,Relate to
4284,GeneToDisease,C1112705,0.507,0.846,Relate to
4284,GeneToDisease,C1854021,0.507,0.846,Relate to
4284,GeneToDisease,C3809001,0.507,0.846,Relate to
4285,GeneToDisease,C4310661,0.666,0.615,Relate to
4286,GeneToDisease,C0007134,0.499,0.808,Relate to
4286,GeneToDisease,C0007621,0.499,0.808,Relate to
4286,GeneToDisease,C0011052,0.499,0.808,Relate to
4286,GeneToDisease,C0022283,0.499,0.808,Relate to
4286,GeneToDisease,C0025202,0.499,0.808,Relate to
4286,GeneToDisease,C0036305,0.499,0.808,Relate to
4286,GeneToDisease,C0078918,0.499,0.808,Relate to
4286,GeneToDisease,C0078921,0.499,0.808,Relate to
4286,GeneToDisease,C0078922,0.499,0.808,Relate to
4286,GeneToDisease,C0086395,0.499,0.808,Relate to
4286,GeneToDisease,C0151779,0.499,0.808,Relate to
4286,GeneToDisease,C0279702,0.499,0.808,Relate to
4286,GeneToDisease,C0391816,0.499,0.808,Relate to
4286,GeneToDisease,C0549567,0.499,0.808,Relate to
4286,GeneToDisease,C0751068,0.499,0.808,Relate to
4286,GeneToDisease,C1266042,0.499,0.808,Relate to
4286,GeneToDisease,C1266043,0.499,0.808,Relate to
4286,GeneToDisease,C1266044,0.499,0.808,Relate to
4286,GeneToDisease,C1306837,0.499,0.808,Relate to
4286,GeneToDisease,C1708353,0.499,0.808,Relate to
4286,GeneToDisease,C1845069,0.499,0.808,Relate to
4286,GeneToDisease,C1848519,0.499,0.808,Relate to
4286,GeneToDisease,C1860339,0.499,0.808,Relate to
4286,GeneToDisease,C2314896,0.499,0.808,Relate to
4286,GeneToDisease,C2700265,0.499,0.808,Relate to
4286,GeneToDisease,C2700405,0.499,0.808,Relate to
4286,GeneToDisease,C3266898,0.499,0.808,Relate to
4286,GeneToDisease,C4082305,0.499,0.808,Relate to
4286,GeneToDisease,C4310625,0.499,0.808,Relate to
4286,GeneToDisease,C4518333,0.499,0.808,Relate to
4286,GeneToDisease,C4750999,0.499,0.808,Relate to
4287,GeneToDisease,C0011570,0.521,0.808,Relate to
4287,GeneToDisease,C0011581,0.521,0.808,Relate to
4287,GeneToDisease,C0024408,0.521,0.808,Relate to
4287,GeneToDisease,C0027746,0.521,0.808,Relate to
4287,GeneToDisease,C0751668,0.521,0.808,Relate to
4287,GeneToDisease,C0751669,0.521,0.808,Relate to
4287,GeneToDisease,C0751670,0.521,0.808,Relate to
4287,GeneToDisease,C0751671,0.521,0.808,Relate to
4288,GeneToDisease,C0001418,0.431,0.808,Relate to
4288,GeneToDisease,C0006142,0.431,0.808,Relate to
4288,GeneToDisease,C0007102,0.431,0.808,Relate to
4288,GeneToDisease,C0009375,0.431,0.808,Relate to
4288,GeneToDisease,C0009402,0.431,0.808,Relate to
4288,GeneToDisease,C0009404,0.431,0.808,Relate to
4288,GeneToDisease,C0019189,0.431,0.808,Relate to
4288,GeneToDisease,C0030246,0.431,0.808,Relate to
4288,GeneToDisease,C0033860,0.431,0.808,Relate to
4288,GeneToDisease,C0149519,0.431,0.808,Relate to
4288,GeneToDisease,C0205641,0.431,0.808,Relate to
4288,GeneToDisease,C0205642,0.431,0.808,Relate to
4288,GeneToDisease,C0205643,0.431,0.808,Relate to
4288,GeneToDisease,C0205644,0.431,0.808,Relate to
4288,GeneToDisease,C0205645,0.431,0.808,Relate to
4288,GeneToDisease,C0206637,0.431,0.808,Relate to
4288,GeneToDisease,C0520463,0.431,0.808,Relate to
4288,GeneToDisease,C0524611,0.431,0.808,Relate to
4288,GeneToDisease,C0678222,0.431,0.808,Relate to
4288,GeneToDisease,C0919267,0.431,0.808,Relate to
4288,GeneToDisease,C1140680,0.431,0.808,Relate to
4288,GeneToDisease,C1257931,0.431,0.808,Relate to
4288,GeneToDisease,C1458155,0.431,0.808,Relate to
4288,GeneToDisease,C1876165,0.431,0.808,Relate to
4288,GeneToDisease,C2239176,0.431,0.808,Relate to
4288,GeneToDisease,C4704874,0.431,0.808,Relate to
4288,GeneToDisease,C4721453,0.431,0.808,Relate to
4291,GeneToDisease,C0023467,0.666,0.385,Relate to
4291,GeneToDisease,C0024623,0.666,0.385,Relate to
4291,GeneToDisease,C0026998,0.666,0.385,Relate to
4291,GeneToDisease,C0038356,0.666,0.385,Relate to
4291,GeneToDisease,C1708349,0.666,0.385,Relate to
4291,GeneToDisease,C1879321,0.666,0.385,Relate to
4292,GeneToDisease,C0007102,0.399,0.808,Relate to
4292,GeneToDisease,C0007103,0.399,0.808,Relate to
4292,GeneToDisease,C0009375,0.399,0.808,Relate to
4292,GeneToDisease,C0009402,0.399,0.808,Relate to
4292,GeneToDisease,C0009404,0.399,0.808,Relate to
4292,GeneToDisease,C0009405,0.399,0.808,Relate to
4292,GeneToDisease,C0024299,0.399,0.808,Relate to
4292,GeneToDisease,C0024623,0.399,0.808,Relate to
4292,GeneToDisease,C0027627,0.399,0.808,Relate to
4292,GeneToDisease,C0029925,0.399,0.808,Relate to
4292,GeneToDisease,C0033578,0.399,0.808,Relate to
4292,GeneToDisease,C0085136,0.399,0.808,Relate to
4292,GeneToDisease,C0152013,0.399,0.808,Relate to
4292,GeneToDisease,C0265325,0.399,0.808,Relate to
4292,GeneToDisease,C0278701,0.399,0.808,Relate to
4292,GeneToDisease,C0346153,0.399,0.808,Relate to
4292,GeneToDisease,C0346191,0.399,0.808,Relate to
4292,GeneToDisease,C0348374,0.399,0.808,Relate to
4292,GeneToDisease,C0376358,0.399,0.808,Relate to
4292,GeneToDisease,C0476089,0.399,0.808,Relate to
4292,GeneToDisease,C0496920,0.399,0.808,Relate to
4292,GeneToDisease,C0919267,0.399,0.808,Relate to
4292,GeneToDisease,C1112155,0.399,0.808,Relate to
4292,GeneToDisease,C1140680,0.399,0.808,Relate to
4292,GeneToDisease,C1319315,0.399,0.808,Relate to
4292,GeneToDisease,C1321489,0.399,0.808,Relate to
4292,GeneToDisease,C1333990,0.399,0.808,Relate to
4292,GeneToDisease,C1333991,0.399,0.808,Relate to
4292,GeneToDisease,C4321324,0.399,0.808,Relate to
4292,GeneToDisease,C4552100,0.399,0.808,Relate to
4293,GeneToDisease,C0025202,0.711,0.269,Relate to
4293,GeneToDisease,C0278701,0.711,0.269,Relate to
4293,GeneToDisease,C0278883,0.711,0.269,Relate to
4294,GeneToDisease,C0278883,0.628,0.615,Relate to
4295,GeneToDisease,C0013182,0.656,0.577,Relate to
4297,GeneToDisease,C0001418,0.41,0.885,Relate to
4297,GeneToDisease,C0004403,0.41,0.885,Relate to
4297,GeneToDisease,C0005684,0.41,0.885,Relate to
4297,GeneToDisease,C0005695,0.41,0.885,Relate to
4297,GeneToDisease,C0006413,0.41,0.885,Relate to
4297,GeneToDisease,C0007138,0.41,0.885,Relate to
4297,GeneToDisease,C0008625,0.41,0.885,Relate to
4297,GeneToDisease,C0023418,0.41,0.885,Relate to
4297,GeneToDisease,C0023448,0.41,0.885,Relate to
4297,GeneToDisease,C0023452,0.41,0.885,Relate to
4297,GeneToDisease,C0023453,0.41,0.885,Relate to
4297,GeneToDisease,C0023465,0.41,0.885,Relate to
4297,GeneToDisease,C0023466,0.41,0.885,Relate to
4297,GeneToDisease,C0023467,0.41,0.885,Relate to
4297,GeneToDisease,C0023470,0.41,0.885,Relate to
4297,GeneToDisease,C0023479,0.41,0.885,Relate to
4297,GeneToDisease,C0024623,0.41,0.885,Relate to
4297,GeneToDisease,C0026998,0.41,0.885,Relate to
4297,GeneToDisease,C0033578,0.41,0.885,Relate to
4297,GeneToDisease,C0036341,0.41,0.885,Relate to
4297,GeneToDisease,C0038356,0.41,0.885,Relate to
4297,GeneToDisease,C0149925,0.41,0.885,Relate to
4297,GeneToDisease,C0205641,0.41,0.885,Relate to
4297,GeneToDisease,C0205642,0.41,0.885,Relate to
4297,GeneToDisease,C0205643,0.41,0.885,Relate to
4297,GeneToDisease,C0205644,0.41,0.885,Relate to
4297,GeneToDisease,C0205645,0.41,0.885,Relate to
4297,GeneToDisease,C0265210,0.41,0.885,Relate to
4297,GeneToDisease,C0270972,0.41,0.885,Relate to
4297,GeneToDisease,C0280141,0.41,0.885,Relate to
4297,GeneToDisease,C0376358,0.41,0.885,Relate to
4297,GeneToDisease,C0406587,0.41,0.885,Relate to
4297,GeneToDisease,C0856823,0.41,0.885,Relate to
4297,GeneToDisease,C1292769,0.41,0.885,Relate to
4297,GeneToDisease,C1292775,0.41,0.885,Relate to
4297,GeneToDisease,C1535926,0.41,0.885,Relate to
4297,GeneToDisease,C1708349,0.41,0.885,Relate to
4297,GeneToDisease,C1854630,0.41,0.885,Relate to
4297,GeneToDisease,C1879321,0.41,0.885,Relate to
4297,GeneToDisease,C1961102,0.41,0.885,Relate to
4297,GeneToDisease,C2239176,0.41,0.885,Relate to
4297,GeneToDisease,C2826025,0.41,0.885,Relate to
4297,GeneToDisease,C2930974,0.41,0.885,Relate to
4297,GeneToDisease,C2930975,0.41,0.885,Relate to
4297,GeneToDisease,C2930976,0.41,0.885,Relate to
4297,GeneToDisease,C2930977,0.41,0.885,Relate to
4298,GeneToDisease,C0027708,0.663,0.346,Relate to
4298,GeneToDisease,C2930471,0.663,0.346,Relate to
4299,GeneToDisease,C0006142,0.659,0.423,Relate to
4299,GeneToDisease,C0006413,0.659,0.423,Relate to
4299,GeneToDisease,C1292769,0.659,0.423,Relate to
4300,GeneToDisease,C0005586,0.674,0.5,Relate to
4303,GeneToDisease,C0025322,0.588,0.769,Relate to
4306,GeneToDisease,C0007193,0.469,0.846,Relate to
4306,GeneToDisease,C0009402,0.469,0.846,Relate to
4306,GeneToDisease,C0011570,0.469,0.846,Relate to
4306,GeneToDisease,C0011581,0.469,0.846,Relate to
4306,GeneToDisease,C0014175,0.469,0.846,Relate to
4306,GeneToDisease,C0018801,0.469,0.846,Relate to
4306,GeneToDisease,C0018802,0.469,0.846,Relate to
4306,GeneToDisease,C0023212,0.469,0.846,Relate to
4306,GeneToDisease,C0027051,0.469,0.846,Relate to
4306,GeneToDisease,C0033805,0.469,0.846,Relate to
4306,GeneToDisease,C0041696,0.469,0.846,Relate to
4306,GeneToDisease,C0235527,0.469,0.846,Relate to
4306,GeneToDisease,C0242698,0.469,0.846,Relate to
4306,GeneToDisease,C0268436,0.469,0.846,Relate to
4306,GeneToDisease,C0269102,0.469,0.846,Relate to
4306,GeneToDisease,C1269683,0.469,0.846,Relate to
4306,GeneToDisease,C1449563,0.469,0.846,Relate to
4306,GeneToDisease,C1449842,0.469,0.846,Relate to
4306,GeneToDisease,C1449843,0.469,0.846,Relate to
4306,GeneToDisease,C1449844,0.469,0.846,Relate to
4306,GeneToDisease,C1854631,0.469,0.846,Relate to
4306,GeneToDisease,C1959583,0.469,0.846,Relate to
4306,GeneToDisease,C1961112,0.469,0.846,Relate to
4306,GeneToDisease,C2713447,0.469,0.846,Relate to
4308,GeneToDisease,C0015397,0.626,0.462,Relate to
4308,GeneToDisease,C0036341,0.626,0.462,Relate to
4308,GeneToDisease,C0339535,0.626,0.462,Relate to
4308,GeneToDisease,C1848172,0.626,0.462,Relate to
4308,GeneToDisease,C1850362,0.626,0.462,Relate to
4308,GeneToDisease,C1864877,0.626,0.462,Relate to
4308,GeneToDisease,C2750747,0.626,0.462,Relate to
4308,GeneToDisease,C3495587,0.626,0.462,Relate to
4308,GeneToDisease,C3501847,0.626,0.462,Relate to
4308,GeneToDisease,C3711543,0.626,0.462,Relate to
4308,GeneToDisease,C4041558,0.626,0.462,Relate to
4311,GeneToDisease,C0006142,0.407,0.808,Relate to
4311,GeneToDisease,C0011882,0.407,0.808,Relate to
4311,GeneToDisease,C0033578,0.407,0.808,Relate to
4311,GeneToDisease,C0035078,0.407,0.808,Relate to
4311,GeneToDisease,C0087012,0.407,0.808,Relate to
4311,GeneToDisease,C0268390,0.407,0.808,Relate to
4311,GeneToDisease,C0271673,0.407,0.808,Relate to
4311,GeneToDisease,C0271674,0.407,0.808,Relate to
4311,GeneToDisease,C0271678,0.407,0.808,Relate to
4311,GeneToDisease,C0271680,0.407,0.808,Relate to
4311,GeneToDisease,C0271685,0.407,0.808,Relate to
4311,GeneToDisease,C0271686,0.407,0.808,Relate to
4311,GeneToDisease,C0273115,0.407,0.808,Relate to
4311,GeneToDisease,C0343068,0.407,0.808,Relate to
4311,GeneToDisease,C0376358,0.407,0.808,Relate to
4311,GeneToDisease,C0393835,0.407,0.808,Relate to
4311,GeneToDisease,C0409818,0.407,0.808,Relate to
4311,GeneToDisease,C0678222,0.407,0.808,Relate to
4311,GeneToDisease,C0751074,0.407,0.808,Relate to
4311,GeneToDisease,C0752120,0.407,0.808,Relate to
4311,GeneToDisease,C0752121,0.407,0.808,Relate to
4311,GeneToDisease,C0752122,0.407,0.808,Relate to
4311,GeneToDisease,C0752123,0.407,0.808,Relate to
4311,GeneToDisease,C0752124,0.407,0.808,Relate to
4311,GeneToDisease,C0752125,0.407,0.808,Relate to
4311,GeneToDisease,C1257931,0.407,0.808,Relate to
4311,GeneToDisease,C1458155,0.407,0.808,Relate to
4311,GeneToDisease,C1565489,0.407,0.808,Relate to
4311,GeneToDisease,C2316212,0.407,0.808,Relate to
4311,GeneToDisease,C2350344,0.407,0.808,Relate to
4311,GeneToDisease,C4015635,0.407,0.808,Relate to
4311,GeneToDisease,C4310763,0.407,0.808,Relate to
4311,GeneToDisease,C4551895,0.407,0.808,Relate to
4311,GeneToDisease,C4704874,0.407,0.808,Relate to
4312,GeneToDisease,C0002940,0.385,0.885,Relate to
4312,GeneToDisease,C0004096,0.385,0.885,Relate to
4312,GeneToDisease,C0004153,0.385,0.885,Relate to
4312,GeneToDisease,C0006142,0.385,0.885,Relate to
4312,GeneToDisease,C0007131,0.385,0.885,Relate to
4312,GeneToDisease,C0009402,0.385,0.885,Relate to
4312,GeneToDisease,C0009404,0.385,0.885,Relate to
4312,GeneToDisease,C0017614,0.385,0.885,Relate to
4312,GeneToDisease,C0024117,0.385,0.885,Relate to
4312,GeneToDisease,C0024121,0.385,0.885,Relate to
4312,GeneToDisease,C0027626,0.385,0.885,Relate to
4312,GeneToDisease,C0027627,0.385,0.885,Relate to
4312,GeneToDisease,C0028840,0.385,0.885,Relate to
4312,GeneToDisease,C0029172,0.385,0.885,Relate to
4312,GeneToDisease,C0079136,0.385,0.885,Relate to
4312,GeneToDisease,C0079294,0.385,0.885,Relate to
4312,GeneToDisease,C0079474,0.385,0.885,Relate to
4312,GeneToDisease,C0242379,0.385,0.885,Relate to
4312,GeneToDisease,C0333099,0.385,0.885,Relate to
4312,GeneToDisease,C0400966,0.385,0.885,Relate to
4312,GeneToDisease,C0678222,0.385,0.885,Relate to
4312,GeneToDisease,C1257931,0.385,0.885,Relate to
4312,GeneToDisease,C1458155,0.385,0.885,Relate to
4312,GeneToDisease,C1527303,0.385,0.885,Relate to
4312,GeneToDisease,C1563937,0.385,0.885,Relate to
4312,GeneToDisease,C2673611,0.385,0.885,Relate to
4312,GeneToDisease,C2673612,0.385,0.885,Relate to
4312,GeneToDisease,C2713497,0.385,0.885,Relate to
4312,GeneToDisease,C3241937,0.385,0.885,Relate to
4312,GeneToDisease,C4704874,0.385,0.885,Relate to
4313,GeneToDisease,C0001973,0.333,0.923,Relate to
4313,GeneToDisease,C0003493,0.333,0.923,Relate to
4313,GeneToDisease,C0003496,0.333,0.923,Relate to
4313,GeneToDisease,C0003873,0.333,0.923,Relate to
4313,GeneToDisease,C0005398,0.333,0.923,Relate to
4313,GeneToDisease,C0005684,0.333,0.923,Relate to
4313,GeneToDisease,C0005695,0.333,0.923,Relate to
4313,GeneToDisease,C0005940,0.333,0.923,Relate to
4313,GeneToDisease,C0005944,0.333,0.923,Relate to
4313,GeneToDisease,C0005967,0.333,0.923,Relate to
4313,GeneToDisease,C0006142,0.333,0.923,Relate to
4313,GeneToDisease,C0006663,0.333,0.923,Relate to
4313,GeneToDisease,C0009402,0.333,0.923,Relate to
4313,GeneToDisease,C0009404,0.333,0.923,Relate to
4313,GeneToDisease,C0011882,0.333,0.923,Relate to
4313,GeneToDisease,C0015934,0.333,0.923,Relate to
4313,GeneToDisease,C0017636,0.333,0.923,Relate to
4313,GeneToDisease,C0019193,0.333,0.923,Relate to
4313,GeneToDisease,C0020538,0.333,0.923,Relate to
4313,GeneToDisease,C0021368,0.333,0.923,Relate to
4313,GeneToDisease,C0022682,0.333,0.923,Relate to
4313,GeneToDisease,C0023283,0.333,0.923,Relate to
4313,GeneToDisease,C0023890,0.333,0.923,Relate to
4313,GeneToDisease,C0023891,0.333,0.923,Relate to
4313,GeneToDisease,C0024143,0.333,0.923,Relate to
4313,GeneToDisease,C0024689,0.333,0.923,Relate to
4313,GeneToDisease,C0024796,0.333,0.923,Relate to
4313,GeneToDisease,C0024950,0.333,0.923,Relate to
4313,GeneToDisease,C0027051,0.333,0.923,Relate to
4313,GeneToDisease,C0027439,0.333,0.923,Relate to
4313,GeneToDisease,C0027543,0.333,0.923,Relate to
4313,GeneToDisease,C0027626,0.333,0.923,Relate to
4313,GeneToDisease,C0027627,0.333,0.923,Relate to
4313,GeneToDisease,C0028433,0.333,0.923,Relate to
4313,GeneToDisease,C0029172,0.333,0.923,Relate to
4313,GeneToDisease,C0029445,0.333,0.923,Relate to
4313,GeneToDisease,C0029453,0.333,0.923,Relate to
4313,GeneToDisease,C0029463,0.333,0.923,Relate to
4313,GeneToDisease,C0030297,0.333,0.923,Relate to
4313,GeneToDisease,C0034067,0.333,0.923,Relate to
4313,GeneToDisease,C0034069,0.333,0.923,Relate to
4313,GeneToDisease,C0085762,0.333,0.923,Relate to
4313,GeneToDisease,C0086540,0.333,0.923,Relate to
4313,GeneToDisease,C0086541,0.333,0.923,Relate to
4313,GeneToDisease,C0162872,0.333,0.923,Relate to
4313,GeneToDisease,C0221227,0.333,0.923,Relate to
4313,GeneToDisease,C0238301,0.333,0.923,Relate to
4313,GeneToDisease,C0239946,0.333,0.923,Relate to
4313,GeneToDisease,C0263628,0.333,0.923,Relate to
4313,GeneToDisease,C0264393,0.333,0.923,Relate to
4313,GeneToDisease,C0271673,0.333,0.923,Relate to
4313,GeneToDisease,C0271674,0.333,0.923,Relate to
4313,GeneToDisease,C0271678,0.333,0.923,Relate to
